,Unnamed: 0,Crop_OpenAg,County,HR_NAME,ACRES,Neighboring Counties,Neighboring HR,usda crop,price_2020,yield_2020
236,236,Cucurbits,Riverside,Colorado River,2182.20974831,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Melons Cantaloupe,401.19,15.95
237,237,Cucurbits,Riverside,South Coast,272.8484709,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Melons Cantaloupe,401.19,15.95
238,238,Cucurbits,Sacramento,Sacramento River,460.41029357,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
239,239,Cucurbits,Sacramento,San Joaquin River,370.60940061,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
240,240,Cucurbits,San Benito,Central Coast,113.99661866,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
241,241,Cucurbits,San Bernardino,South Coast,3.10411525,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Pumpkins,431.21,12.36
242,242,Cucurbits,San Diego,South Coast,17.65446502,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Squash,1465.89,9.03
243,243,Cucurbits,San Joaquin,San Joaquin River,9504.69289748,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cucumbers,198.93,7.89
244,244,Cucurbits,San Luis Obispo,Central Coast,42.49270338,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Squash,,
245,245,Cucurbits,Santa Barbara,Central Coast,449.38711952,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Squash,,
246,246,Cucurbits,Santa Clara,Central Coast,187.3301612,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Squash,470.64,14.21
247,247,Cucurbits,Shasta,Sacramento River,69.14888712,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
248,248,Cucurbits,Solano,Sacramento River,1532.46592545,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
249,249,Cucurbits,Solano,San Francisco Bay,142.12334571,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
250,250,Cucurbits,Sonoma,San Francisco Bay,42.94811115,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",,,
251,251,Cucurbits,Stanislaus,San Joaquin River,2636.21253771,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
252,252,Cucurbits,Sutter,Sacramento River,1675.88494337,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
253,253,Cucurbits,Tehama,Sacramento River,8.29807601,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
254,254,Cucurbits,Tulare,Tulare Lake,65.80442169,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
255,255,Cucurbits,Ventura,South Coast,163.62298656000002,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
256,256,Cucurbits,Yolo,Sacramento River,4783.20088849,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
257,257,Cucurbits,Yuba,Sacramento River,244.40699017,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
258,258,Field and Grain,Alameda,San Francisco Bay,1288.68339027,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
259,259,Field and Grain,Alameda,San Joaquin River,268.98175206,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
260,260,Field and Grain,Amador,San Joaquin River,1570.50021615,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Hay Grain,,
261,261,Field and Grain,Butte,Sacramento River,4614.25573622,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
262,262,Field and Grain,Calaveras,San Joaquin River,487.66620762,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Hay Grain,,
263,263,Field and Grain,Colusa,Sacramento River,9025.59993596,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,185.44,2.87
264,264,Field and Grain,Contra Costa,San Francisco Bay,209.4840477,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,126.35,1.75
265,265,Field and Grain,Contra Costa,San Joaquin River,3316.76115161,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,126.35,1.75
266,266,Field and Grain,Del Norte,North Coast,351.04093068,"['Humboldt', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
267,267,Field and Grain,El Dorado,Sacramento River,13.11285309,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
268,268,Field and Grain,Fresno,San Joaquin River,8259.26654576,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,216.99,2.49
269,269,Field and Grain,Fresno,Tulare Lake,40484.55994714,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,216.99,2.49
270,270,Field and Grain,Glenn,Sacramento River,12970.50768537,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,179.79,3.19
271,271,Field and Grain,Humboldt,North Coast,1512.82301491,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
272,272,Field and Grain,Imperial,Colorado River,38122.85148813,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Hay Other Unspecified,136.62,8.16
273,273,Field and Grain,Inyo,South Lahontan,66.25361322,"['Mono', 'San Bernardino', 'Kern', 'Fresno', 'Tulare']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
274,274,Field and Grain,Kern,South Lahontan,275.66284386,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,223.83,3.08
275,275,Field and Grain,Kern,Tulare Lake,25357.7602217,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,223.83,3.08
276,276,Field and Grain,Kings,Tulare Lake,38157.60261456,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,192.14,1.67
277,277,Field and Grain,Lake,Sacramento River,1836.37257662,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
278,278,Field and Grain,Lassen,North Lahontan,8399.83337777,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",Hay Other Unspecified,,
279,279,Field and Grain,Lassen,Sacramento River,5531.54583841,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",Hay Other Unspecified,,
280,280,Field and Grain,Los Angeles,South Coast,552.69539257,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
281,281,Field and Grain,Los Angeles,South Lahontan,5625.95824497,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
282,282,Field and Grain,Madera,San Joaquin River,7719.59223391,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Hay Grain,,
283,283,Field and Grain,Marin,North Coast,1387.48722563,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
284,284,Field and Grain,Marin,San Francisco Bay,3234.56498052,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
285,285,Field and Grain,Mariposa,San Joaquin River,29.4045766,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
286,286,Field and Grain,Mendocino,North Coast,4768.09743945,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']","['Sacramento River', 'San Francisco Bay']",,,
287,287,Field and Grain,Merced,San Joaquin River,38350.5712778,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Hay Grain,122.81,4.37
288,288,Field and Grain,Modoc,North Coast,10996.90213501,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,173.85,3.5
289,289,Field and Grain,Modoc,North Lahontan,7285.86583365,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,173.85,3.5
290,290,Field and Grain,Modoc,Sacramento River,8760.52616476,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,173.85,3.5
291,291,Field and Grain,Mono,North Lahontan,206.61105331,"['Inyo', 'Tuolumne', 'Alpine', 'Fresno', 'Madera']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
292,292,Field and Grain,Mono,South Lahontan,329.77752898999995,"['Inyo', 'Tuolumne', 'Alpine', 'Fresno', 'Madera']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
293,293,Field and Grain,Monterey,Central Coast,13562.67207372,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,,
294,294,Field and Grain,Napa,Sacramento River,185.94742606,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,,
295,295,Field and Grain,Napa,San Francisco Bay,1117.15433115,"['Sonoma', 'Solano', 'Yolo', 'Lake']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,,
296,296,Field and Grain,Nevada,Sacramento River,56.825693650000005,"['Sierra', 'Placer', 'Yuba']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
297,297,Field and Grain,Orange,South Coast,808.4191513,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
298,298,Field and Grain,Placer,Sacramento River,4880.51473797,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
299,299,Field and Grain,Plumas,Sacramento River,2249.3505571,"['Sierra', 'Lassen', 'Shasta', 'Yuba', 'Tehama', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
300,300,Field and Grain,Riverside,Colorado River,5877.47134938,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Hay Other Unspecified,206.53,8.01
301,301,Field and Grain,Riverside,South Coast,14177.92133087,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Hay Other Unspecified,206.53,8.01
302,302,Field and Grain,Sacramento,Sacramento River,16758.16577377,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,208.13,3.1
303,303,Field and Grain,Sacramento,San Joaquin River,8451.19285511,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,208.13,3.1
304,304,Field and Grain,San Benito,Central Coast,8944.94374403,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,224.56,2.5
305,305,Field and Grain,San Benito,Tulare Lake,50.32730414,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,224.56,2.5
306,306,Field and Grain,San Bernardino,Colorado River,133.36168133,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Sudan,200.13,9.97
307,307,Field and Grain,San Bernardino,South Coast,387.05801788,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Sudan,200.13,9.97
308,308,Field and Grain,San Bernardino,South Lahontan,1023.67017018,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Sudan,200.13,9.97
309,309,Field and Grain,San Diego,Colorado River,7.01618533,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Hay Grain,139.13,1.99
310,310,Field and Grain,San Diego,South Coast,1300.36420616,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Hay Grain,139.13,1.99
311,311,Field and Grain,San Joaquin,San Joaquin River,28027.24891789,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
312,312,Field and Grain,San Luis Obispo,Central Coast,20253.43751998,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,185.62,2.26
313,313,Field and Grain,San Luis Obispo,Tulare Lake,283.88116191,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,185.62,2.26
314,314,Field and Grain,San Mateo,Central Coast,230.05416055,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,192.47,2.0
315,315,Field and Grain,San Mateo,San Francisco Bay,1315.92869499,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,192.47,2.0
316,316,Field and Grain,Santa Barbara,Central Coast,7516.57498381,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Hay Grain,,
317,317,Field and Grain,Santa Clara,Central Coast,2463.22820056,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,134.05,2.0
318,318,Field and Grain,Santa Clara,San Francisco Bay,1978.40906349,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Hay Grain,134.05,2.0
319,319,Field and Grain,Santa Cruz,Central Coast,1142.43275966,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
320,320,Field and Grain,Shasta,Sacramento River,5334.92100735,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
321,321,Field and Grain,Sierra,Sacramento River,698.28828922,"['Lassen', 'Yuba', 'Nevada', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
322,322,Field and Grain,Siskiyou,North Coast,35281.51523697,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",Wheat All,220.22,3.32
323,323,Field and Grain,Solano,Sacramento River,24735.91913382,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,158.99,2.84
324,324,Field and Grain,Solano,San Francisco Bay,5384.81105949,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,158.99,2.84
325,325,Field and Grain,Sonoma,North Coast,7751.57253689,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",,,
326,326,Field and Grain,Sonoma,San Francisco Bay,12175.45203143,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",,,
327,327,Field and Grain,Stanislaus,San Joaquin River,11634.87229978,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Hay Grain,148.01,2.96
328,328,Field and Grain,Sutter,Sacramento River,12189.11883975,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,186.36,2.61
329,329,Field and Grain,Tehama,Sacramento River,8766.13438379,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,179.52,3.18
330,330,Field and Grain,Trinity,North Coast,61.38127301,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
331,331,Field and Grain,Tulare,Tulare Lake,44716.01736423,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Wheat All,208.01,2.45
332,332,Field and Grain,Tuolumne,San Joaquin River,53.13148707,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
333,333,Field and Grain,Ventura,Central Coast,392.38910951,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
334,334,Field and Grain,Ventura,South Coast,2569.34257179,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
335,335,Field and Grain,Yolo,Sacramento River,40704.10809879,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Wheat All,195.0,2.94
336,336,Field and Grain,Yuba,Sacramento River,2171.09979667,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
337,337,Grapes,Alameda,San Francisco Bay,2836.6225961,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,1497.69,5.14
338,338,Grapes,Amador,San Joaquin River,3708.1626066,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,1318.31,2.31
339,339,Grapes,Butte,Sacramento River,201.246893,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
340,340,Grapes,Calaveras,San Joaquin River,840.99357368,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,1325.99,3.06
341,341,Grapes,Colusa,Sacramento River,1363.00507251,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,684.67,6.02
342,342,Grapes,Contra Costa,San Francisco Bay,64.57812939,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,751.27,4.69
343,343,Grapes,Contra Costa,San Joaquin River,1879.63153619,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,751.27,4.69
344,344,Grapes,El Dorado,Sacramento River,1144.49575658,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,1548.56,2.38
345,345,Grapes,El Dorado,San Joaquin River,1289.73424702,"['Sacramento', 'Placer', 'Alpine', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,1548.56,2.38
346,346,Grapes,Fresno,San Joaquin River,2910.72562375,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,284.79,8.95
347,347,Grapes,Fresno,Tulare Lake,145029.75970411,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,284.79,8.95
348,348,Grapes,Glenn,Sacramento River,2.48784679,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
349,349,Grapes,Humboldt,North Coast,128.33711704,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",Grapes Wine,,
350,350,Grapes,Imperial,Colorado River,143.63695684,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",,,
351,351,Grapes,Kern,South Lahontan,8.9946824,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,450.98,16.17
352,352,Grapes,Kern,Tulare Lake,85047.36650787,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,450.98,16.17
353,353,Grapes,Kings,Tulare Lake,6035.2016372,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Grapes Raisin,265.59,19.52
354,354,Grapes,Lake,Sacramento River,12239.99547956,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Grapes Wine,1329.37,4.12
355,355,Grapes,Los Angeles,South Coast,252.01405537,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
356,356,Grapes,Los Angeles,South Lahontan,71.75357126,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
357,357,Grapes,Madera,San Joaquin River,57576.85363215,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,348.98,11.82
358,358,Grapes,Marin,San Francisco Bay,170.16968438,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']","['Central Coast', 'North Coast', 'San Joaquin River']",Grapes Wine,3607.69,1.33
359,359,Grapes,Mariposa,San Joaquin River,61.79857201,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,,
360,360,Grapes,Mendocino,North Coast,17408.3441672,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']","['Sacramento River', 'San Francisco Bay']",Grapes Wine,1488.8,3.37
361,361,Grapes,Merced,San Joaquin River,13065.67275388,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Grapes Wine,440.41,10.91
