,Unnamed: 0,Crop_OpenAg,County,HR_NAME,ACRES,Neighboring Counties,Neighboring HR,usda crop,price_2020,yield_2020
489,570,Orchards,Placer,Sacramento River,358.84140039,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),,
490,571,Orchards,Plumas,Sacramento River,9.32000796,"['Sierra', 'Lassen', 'Shasta', 'Yuba', 'Tehama', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
491,572,Orchards,Riverside,Colorado River,10837.67072424,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Peaches Unspecified,6765.63,2.29
492,573,Orchards,Riverside,South Coast,5441.29489196,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Peaches Unspecified,6765.63,2.29
493,574,Orchards,Sacramento,Sacramento River,6130.33017003,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
494,575,Orchards,Sacramento,San Joaquin River,493.11987641,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
495,576,Orchards,San Benito,Central Coast,1012.07795811,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,279.91,13.45
496,577,Orchards,San Benito,Tulare Lake,0.438102,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,279.91,13.45
497,578,Orchards,San Bernardino,Colorado River,311.42528286,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,4739.03,1.7
498,579,Orchards,San Bernardino,South Coast,667.11459735,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,4739.03,1.7
499,580,Orchards,San Bernardino,South Lahontan,166.62355835,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,4739.03,1.7
500,581,Orchards,San Diego,Colorado River,101.09588301,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Apples All,2166.01,1.71
501,582,Orchards,San Diego,South Coast,16475.75571101,"['Riverside', 'Orange', 'Imperial']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",Apples All,2166.01,1.71
502,583,Orchards,San Joaquin,San Joaquin River,22201.81940899,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cherries Sweet,3277.89,2.86
503,584,Orchards,San Luis Obispo,Central Coast,4336.99517783,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
504,585,Orchards,San Mateo,San Francisco Bay,31.29063625,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
505,586,Orchards,Santa Barbara,Central Coast,6872.30153909,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
506,587,Orchards,Santa Clara,Central Coast,1134.08818624,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Cherries Sweet,2243.12,2.9
507,588,Orchards,Santa Clara,San Francisco Bay,566.84526128,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']","['Central Coast', 'North Coast', 'San Joaquin River']",Cherries Sweet,2243.12,2.9
508,589,Orchards,Santa Cruz,Central Coast,1994.99284198,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Apples All,348.6,15.52
509,590,Orchards,Shasta,Sacramento River,111.80264111,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
510,591,Orchards,Siskiyou,North Coast,50.68077249,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",Apples All,,
511,592,Orchards,Solano,Sacramento River,1915.43440692,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1369.78,2.15
512,593,Orchards,Solano,San Francisco Bay,460.18749194,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1369.78,2.15
513,594,Orchards,Sonoma,North Coast,1747.30687534,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Apples All,472.66,3.79
514,595,Orchards,Sonoma,San Francisco Bay,79.63844678,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']","['Sacramento River', 'San Francisco Bay']",Apples All,472.66,3.79
515,596,Orchards,Stanislaus,San Joaquin River,9264.3135744,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Cherries Sweet,3789.99,2.4
516,597,Orchards,Sutter,Sacramento River,22425.13358032,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1705.68,1.16
517,598,Orchards,Tehama,Sacramento River,6094.21706139,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1693.97,1.64
518,599,Orchards,Trinity,North Coast,8.60216633,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']","['Sacramento River', 'San Francisco Bay']",,,
519,600,Orchards,Tulare,Tulare Lake,36554.40561,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Nectarines,1300.0,7.08
520,601,Orchards,Tuolumne,San Joaquin River,158.91330923,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
521,602,Orchards,Ventura,Central Coast,1128.75989367,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
522,603,Orchards,Ventura,South Coast,19356.85193149,"['Santa Barbara', 'Los Angeles', 'Kern']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
523,604,Orchards,Yolo,Sacramento River,3258.8474959,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1750.0,2.13
524,605,Orchards,Yuba,Sacramento River,10209.19771764,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",Plums Dried (Prunes),1867.52,1.7
525,686,Pistachios,Alameda,San Francisco Bay,118.26135593,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
526,687,Pistachios,Butte,Sacramento River,777.44513694,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Pistachios,4216.5,1.34
527,688,Pistachios,Calaveras,San Joaquin River,22.2945387,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
528,689,Pistachios,Colusa,Sacramento River,2947.05839335,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
529,690,Pistachios,Contra Costa,San Joaquin River,35.57352475,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
530,691,Pistachios,Fresno,San Joaquin River,17933.36978296,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,4027.0,1.43
531,692,Pistachios,Fresno,Tulare Lake,123628.01031493,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,4027.0,1.43
532,693,Pistachios,Glenn,Sacramento River,2073.22139863,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Pistachios,4154.65,0.84
533,694,Pistachios,Kern,South Lahontan,2643.00148577,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,4607.52,1.44
534,695,Pistachios,Kern,Tulare Lake,143010.08430553,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,4607.52,1.44
535,696,Pistachios,Kings,Tulare Lake,50589.94860307,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,3971.24,1.64
536,697,Pistachios,Los Angeles,South Lahontan,22.54432163,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
537,698,Pistachios,Madera,San Joaquin River,53563.1859198,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Pistachios,4191.03,1.43
538,699,Pistachios,Merced,San Joaquin River,18256.15588456,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Pistachios,4323.84,0.93
539,700,Pistachios,Placer,Sacramento River,21.1193196,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
540,701,Pistachios,Sacramento,Sacramento River,333.84013069,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
541,702,Pistachios,Sacramento,San Joaquin River,46.56481486,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
542,703,Pistachios,San Bernardino,Colorado River,39.07368211,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Pistachios,7224.49,0.14
543,704,Pistachios,San Bernardino,South Coast,21.87993136,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Pistachios,7224.49,0.14
544,705,Pistachios,San Bernardino,South Lahontan,904.78689012,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']","['Colorado River', 'North Lahontan', 'San Joaquin River', 'South Coast', 'Tulare Lake']",Pistachios,7224.49,0.14
545,706,Pistachios,San Joaquin,San Joaquin River,366.71174649,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Pistachios,4200.0,1.04
546,707,Pistachios,San Luis Obispo,Central Coast,530.6616890399999,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
547,708,Pistachios,Santa Barbara,Central Coast,744.53025209,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
548,709,Pistachios,Solano,Sacramento River,402.70771862,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
549,710,Pistachios,Stanislaus,San Joaquin River,1267.90001711,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Pistachios,,
550,711,Pistachios,Sutter,Sacramento River,128.04811647,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
551,712,Pistachios,Tehama,Sacramento River,632.02933933,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Pistachios,,
552,713,Pistachios,Tulare,Tulare Lake,71481.36632427,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Pistachios,4510.0,1.26
553,714,Pistachios,Yolo,Sacramento River,5630.05952635,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Pistachios,4510.0,0.63
554,715,Pistachios,Yuba,Sacramento River,3.39294085,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
555,716,Potatoes,Fresno,Tulare Lake,217.89360903,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
556,717,Potatoes,Imperial,Colorado River,724.33651533,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",Potatoes All,,
557,718,Potatoes,Kern,Tulare Lake,18679.28051606,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",Potatoes All,364.92,23.48
558,719,Potatoes,Los Angeles,South Lahontan,1830.79259641,"['Ventura', 'San Bernardino', 'Kern', 'Orange']","['Central Coast', 'Colorado River', 'South Lahontan', 'Tulare Lake']",,,
559,720,Potatoes,Merced,San Joaquin River,15201.59771652,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Potatoes Sweet,1026.22,15.56
560,721,Potatoes,Modoc,North Coast,2798.6445788,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",Potatoes All,172.9,23.74
561,722,Potatoes,Riverside,Colorado River,240.36023546,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Potatoes All,263.27,17.03
562,723,Potatoes,Riverside,South Coast,96.82163141,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",Potatoes All,263.27,17.03
563,724,Potatoes,Sacramento,Sacramento River,218.72303972,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
564,725,Potatoes,San Joaquin,San Joaquin River,1720.48975815,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
565,726,Potatoes,San Luis Obispo,Central Coast,532.7921137200001,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
566,727,Potatoes,Santa Barbara,Central Coast,249.17888138,"['Ventura', 'Kern', 'San Luis Obispo']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
567,728,Potatoes,Siskiyou,North Coast,3743.61698273,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']","['Sacramento River', 'San Francisco Bay']",Potatoes All,178.7,22.87
568,729,Potatoes,Stanislaus,San Joaquin River,1848.24716899,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Potatoes Sweet,540.0,18.21
569,730,Potatoes,Tulare,Tulare Lake,398.44541849,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
570,731,Rice,Butte,Sacramento River,100258.82222584,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,420.42,4.4
571,732,Rice,Colusa,Sacramento River,124782.48295441,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,431.78,5.26
572,733,Rice,Fresno,San Joaquin River,1708.25876676,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
573,734,Rice,Glenn,Sacramento River,77153.95451393,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,383.14,4.86
574,735,Rice,Lake,Sacramento River,311.61359868,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
575,736,Rice,Lassen,North Lahontan,649.81453295,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
576,737,Rice,Lassen,Sacramento River,962.47457798,"['Sierra', 'Shasta', 'Modoc', 'Plumas']","['Sacramento River', 'San Joaquin River', 'South Lahontan']",,,
577,738,Rice,Merced,San Joaquin River,1462.32010544,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
578,739,Rice,Modoc,Sacramento River,2348.14732085,"['Lassen', 'Shasta', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
579,740,Rice,Placer,Sacramento River,12340.31508069,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,390.18,4.59
580,741,Rice,Sacramento,Sacramento River,8409.82262743,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,394.07,4.4
581,742,Rice,Sacramento,San Joaquin River,204.14176138,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,394.07,4.4
582,743,Rice,San Joaquin,San Joaquin River,4199.98349388,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Rice Milling,400.41,4.39
583,744,Rice,Shasta,Sacramento River,4987.20971867,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
584,745,Rice,Stanislaus,San Joaquin River,392.68813188,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
585,746,Rice,Sutter,Sacramento River,109958.33477191,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,413.32,4.19
586,747,Rice,Tehama,Sacramento River,212.31811717,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
587,748,Rice,Yolo,Sacramento River,36389.62068565,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,431.0,4.16
588,749,Rice,Yuba,Sacramento River,36989.14137399,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",Rice Milling,461.14,4.29
589,750,Safflower,Butte,Sacramento River,173.33008581,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
590,751,Safflower,Colusa,Sacramento River,804.58480681,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,414.01,0.6
591,752,Safflower,Contra Costa,San Joaquin River,681.5441385500001,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
592,753,Safflower,Fresno,Tulare Lake,145.83005061,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
593,754,Safflower,Glenn,Sacramento River,655.90886714,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
594,755,Safflower,Imperial,Colorado River,32.80834473,"['San Diego', 'Riverside']","['South Coast', 'South Lahontan']",,,
595,756,Safflower,Kern,Tulare Lake,738.84395034,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
596,757,Safflower,Kings,Tulare Lake,12379.65608014,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
597,758,Safflower,Riverside,South Coast,346.51759381,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']","['South Coast', 'South Lahontan']",,,
598,759,Safflower,Sacramento,Sacramento River,2135.52762399,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,458.76,1.0
599,760,Safflower,Sacramento,San Joaquin River,510.24787252,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,458.76,1.0
600,761,Safflower,San Joaquin,San Joaquin River,2904.37046507,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Safflower,469.79,1.46
601,762,Safflower,San Luis Obispo,Central Coast,1738.5914344,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']","['San Francisco Bay', 'San Joaquin River', 'South Coast', 'Tulare Lake']",,,
602,763,Safflower,Solano,Sacramento River,2765.63548341,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,449.09,1.16
603,764,Safflower,Solano,San Francisco Bay,184.02190861,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,449.09,1.16
604,765,Safflower,Sutter,Sacramento River,2815.60618336,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,438.92,1.0
605,766,Safflower,Tehama,Sacramento River,407.57623994,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
606,767,Safflower,Tulare,Tulare Lake,183.54727915,"['Kings', 'Inyo', 'Kern', 'Fresno']","['Central Coast', 'San Joaquin River', 'South Coast', 'South Lahontan']",,,
607,768,Safflower,Yolo,Sacramento River,7762.79767275,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']","['North Coast', 'North Lahontan', 'San Joaquin River']",Safflower,453.0,1.03
608,769,Safflower,Yuba,Sacramento River,91.32003134,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']","['North Coast', 'North Lahontan', 'San Joaquin River']",,,
609,770,Subtropical,Alameda,San Francisco Bay,176.94580732,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']","['Central Coast', 'North Coast', 'San Joaquin River']",,,
610,771,Subtropical,Amador,San Joaquin River,31.42464007,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",,,
611,772,Subtropical,Butte,Sacramento River,4009.12347829,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']","['North Coast', 'North Lahontan', 'San Joaquin River']",Olives,761.23,2.99
612,773,Subtropical,Calaveras,San Joaquin River,237.35129294,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']","['Central Coast', 'North Lahontan', 'Sacramento River', 'San Francisco Bay', 'South Lahontan', 'Tulare Lake']",Olives,1325.0,0.1
